B11,B12,B2,B3,B4,B8,NDBI,NDVI,builtup,lon,lat
3430.5,3507.5,1379.0,1029.0,1116.0,1983.5,0.267270028591156,0.27988386154174805,0,36.881007725990045,-1.244570910383391
2538.0,2055.0,706.0,978.0,1310.0,2370.0,0.0342298299074173,0.28804346919059753,0,36.91253859246264,-1.2136688646096796
3093.0,2722.0,824.0,1274.0,1786.0,2210.0,0.16650952398777008,0.10610610246658325,0,36.87471951900121,-1.2381928718661424
3106.0,2948.0,1284.0,1388.0,1594.0,2041.0,0.20691664516925812,0.12297111749649048,0,36.88954172118918,-1.2417861330026205
2091.0,1091.0,344.0,622.0,420.0,3620.0,-0.2677289545536041,0.7920792102813721,0,36.89088919411536,-1.2091772881890819
2778.0,2284.0,497.0,786.0,1226.0,2292.0,0.09585798531770706,0.3030130863189697,0,36.91038263578075,-1.2309165180647743
2693.5,1945.0,531.0,796.0,1077.0,2252.0,0.08927308022975922,0.3529588580131531,0,36.90104015682591,-1.233341969331897
2792.5,2350.0,717.0,1049.0,1477.0,2134.5,0.13354982435703278,0.18205732107162476,0,36.916491179712764,-1.2391810186786738
2145.0,1218.0,339.0,564.0,496.0,2604.0,-0.09665192663669586,0.6800000071525574,0,36.88163654668893,-1.2097162773595536
2624.0,1812.0,558.0,870.0,1160.0,2795.0,-0.03155563771724701,0.4134007692337036,0,36.91020297272393,-1.2355877575421959
2453.5,1866.0,733.0,1023.0,1028.0,2877.5,-0.07953479886054993,0.47356292605400085,0,36.898165547916726,-1.244391247326567
2218.0,1556.0,368.0,596.0,526.0,2507.5,-0.06126336008310318,0.6532058715820312,0,36.89142818328583,-1.2148366744790349
2051.5,1729.5,897.0,1046.0,1284.0,1590.0,0.12673348188400269,0.10647181421518326,0,36.89502144442231,-1.2525659164120548
2411.0,1781.0,550.0,827.0,800.0,3308.0,-0.1568455994129181,0.6105160713195801,0,36.898435042501966,-1.2038772280127767
3220.0,2459.5,719.0,1047.0,1189.0,2726.0,0.08308106660842896,0.39259257912635803,0,36.88406199795605,-1.2156451582347425
2260.0,1893.0,650.0,890.0,1078.0,1948.0,0.07414449006319046,0.2875082492828369,0,36.892955319268836,-1.2323538225193655
1758.0,1391.0,459.0,665.0,787.0,1864.0,-0.029265599325299263,0.4062618017196655,0,36.874539855944384,-1.2179807779734533
2090.0,1323.0,286.0,511.0,414.0,2585.0,-0.10588235408067703,0.7239079475402832,0,36.88954172118918,-1.210614592643673
2955.0,2584.0,532.0,841.0,1354.0,1974.0,0.1990261673927307,0.18629807233810425,0,36.89978251542814,-1.2490624868039886
2221.0,1570.0,517.0,693.0,655.0,2666.0,-0.0910579115152359,0.6055405139923096,0,36.87822294860927,-1.2398996709059695
2773.0,1910.5,559.0,824.5,876.5,2700.5,0.013245638459920883,0.5099245309829712,0,36.897446895689434,-1.2291198874965352
2543.0,1899.0,610.0,883.0,996.0,2714.0,-0.03252805769443512,0.4630727767944336,0,36.90885549979775,-1.2094467827743178
3397.0,2653.0,678.0,1026.0,1510.0,2689.0,0.11633256822824478,0.2807811498641968,0,36.8904400364733,-1.2319944964057177
1568.5,1172.0,475.5,623.5,646.5,2179.5,-0.1630202829837799,0.5424628257751465,0,36.87139575244996,-1.2342402846160165
2263.0,1630.0,606.0,894.0,881.0,2534.0,-0.056493643671274185,0.4840410053730011,0,36.874270361359144,-1.2289402244397114
2157.0,1171.0,396.0,778.0,466.0,4560.0,-0.35774898529052734,0.8145642876625061,0,36.89205700398472,-1.2099857719447895
2068.0,1794.0,834.0,1011.0,1138.0,2288.0,-0.05050504952669144,0.3356684148311615,0,36.8761568234558,-1.2225621859224627
1776.5,1196.0,336.5,536.0,481.0,2430.5,-0.15545518696308136,0.6695861220359802,0,36.882175535859396,-1.225796120945293
2581.5,1631.5,493.0,808.0,877.5,3061.0,-0.0849800631403923,0.5543988943099976,0,36.91235892940581,-1.2280419091555919
1859.0,991.0,280.0,501.5,330.0,3180.0,-0.2621551752090454,0.811965823173523,0,36.88415182948446,-1.2301978658374786
2555.0,1894.0,478.0,776.0,836.0,3105.0,-0.09717314690351486,0.5757421851158142,0,36.91667084276959,-1.2179807779734533
2252.0,1486.0,400.0,678.0,697.0,2562.0,-0.06439550966024399,0.5722614526748657,0,36.8942129606666,-1.237114893525199
2334.0,1896.0,783.0,958.0,1158.0,2014.0,0.07359705865383148,0.26986128091812134,0,36.89654858040531,-1.2498709705596962
2266.0,1961.0,1176.0,1355.0,1546.0,1968.0,0.07038261741399765,0.12009106576442719,0,36.87507884511486,-1.227772414570356
